T
0.00,0
0.00,47
0.00,94
0.00,141
0.00,188
0.00,250
0.00,297
0.00,344
0.00,390
0.00,453
0.00,484
0.00,531
0.00,609
0.00,640
0.00,702
0.00,749
0.00,796
0.00,843
0.00,890
0.00,936
0.00,999
0.00,1046
0.00,1092
0.00,1139
0.00,1202
0.00,1233
0.00,1280
0.00,1342
0.00,1404
0.00,1451
0.00,1498
0.00,1545
0.00,1592
0.00,1638
0.00,1685
0.00,1732
0.00,1794
0.00,1841
0.00,1904
0.00,1935
0.00,1982
0.00,2044
0.00,2091
0.00,2153
0.00,2200
0.01,2247
0.00,2294
0.00,2340
0.01,2387
0.01,2434
0.00,2481
0.00,2543
0.00,2590
0.00,2652
0.00,2684
0.00,2730
0.00,2793
0.00,2840
0.00,2886
0.01,2949
0.01,2996
0.01,3042
0.02,3089
0.02,3136
0.02,3183
0.02,3230
0.02,3276
0.03,3354
0.03,3401
0.03,3432
0.04,3479
0.04,3542
0.04,3588
0.05,3620
0.06,3682
0.07,3744
0.08,3791
0.09,3838
0.11,3885
0.13,3932
0.16,3994
0.20,4025
0.25,4103
0.31,4134
0.38,4181
0.48,4244
0.59,4290
0.73,4337
0.87,4384
1.06,4431
1.26,4493
1.48,4540
1.74,4587
1.99,4634
2.28,4680
2.58,4727
2.88,4774
3.22,4821
3.58,4883
3.95,4930
4.34,4992
4.74,5039
5.13,5086
5.54,5133
5.97,5180
6.41,5226
6.89,5289
7.37,5336
7.86,5382
8.37,5429
8.88,5476
9.40,5523
9.96,5570
10.54,5632
11.15,5694
11.75,5741
12.36,5788
12.97,5819
13.61,5882
14.23,5928
14.87,5975
15.29,6038
15.16,6084
15.02,6131
14.92,6194
14.83,6225
14.70,6272
14.04,6334
13.07,6381
12.19,6443
11.31,6490
10.46,6537
9.67,6584
8.90,6630
8.17,6677
7.49,6724
6.83,6771
6.22,6833
5.64,6880
5.09,6927
4.62,6974
4.14,7020
3.69,7083
3.29,7130
2.93,7192
2.58,7239
2.28,7286
1.99,7332
1.72,7379
1.48,7426
1.26,7473
1.04,7520
0.85,7582
0.70,7644
0.55,7676
0.42,7722
0.32,7769
0.25,7832
0.19,7878
0.14,7910
0.11,7988
0.08,8034
0.06,8081
0.04,8128
0.03,8175
0.02,8222
0.01,8268
0.01,8315
0.02,8393
0.02,8424
0.02,8471
0.03,8534
0.04,8580
0.06,8612
0.10,8674
0.14,8736
0.19,8783
0.25,8830
0.34,8877
0.45,8924
0.58,8970
0.74,9017
0.93,9064
1.15,9126
1.39,9173
1.67,9220
1.94,9282
2.25,9329
2.58,9360
2.91,9423
3.29,9470
3.66,9532
4.04,9579
4.44,9626
4.86,9672
5.30,9719
5.76,9766
6.24,9813
6.70,9860
7.20,9922
7.71,9984
8.22,10031
8.75,10078
9.31,10109
9.87,10172
10.47,10218
11.09,10281
11.70,10328
12.34,10374
12.98,10421
13.66,10468
14.33,10515
14.95,10562
15.23,10624
15.09,10671
14.98,10733
14.89,10780
14.76,10811
14.11,10874
13.16,10920
12.21,10967
11.31,11014
10.44,11076
9.62,11123
8.84,11170
8.11,11217
7.43,11264
6.79,11310
6.18,11373
5.60,11404
5.07,11482
4.60,11529
4.13,11560
3.69,11622
3.28,11669
2.88,11716
2.55,11763
2.25,11825
1.96,11872
1.71,11919
1.45,11966
1.23,12012
1.02,12059
0.82,12122
0.67,12153
0.52,12231
0.40,12278
0.30,12324
0.23,12371
0.17,12418
0.13,12465
0.09,12512
0.06,12558
0.04,12621
0.02,12668
0.00,12714
0.00,12761
0.00,12824
0.00,12870
0.01,12902
0.01,12964
0.03,13011
0.06,13073
0.10,13120
0.16,13167
0.23,13214
0.32,13260
0.43,13307
0.58,13370
0.76,13416
0.98,13463
1.21,13510
1.47,13572
1.75,13604
2.04,13650
2.35,13713
2.69,13760
3.04,13822
3.40,13869
3.79,13916
4.19,13962
4.60,14009
5.04,14056
5.51,14103
6.00,14165
6.49,14212
6.98,14274
7.52,14321
8.03,14352
8.58,14399
9.16,14462
9.74,14508
10.36,14571
10.99,14618
11.63,14664
12.29,14711
12.95,14758
13.60,14805
14.28,14852
14.94,14914
15.25,14961
15.13,15023
15.03,15070
14.94,15101
14.86,15164
14.48,15210
13.58,15257
12.64,15320
11.71,15366
10.85,15413
10.01,15460
9.22,15507
8.47,15554
7.77,15600
7.12,15663
6.47,15710
5.87,15772
5.31,15803
4.77,15850
4.28,15912
3.81,15959
3.39,16006
2.98,16053
2.62,16115
2.29,16162
1.99,16209
1.72,16256
1.46,16302
1.23,16349
1.01,16396
0.81,16474
0.64,16521
0.49,16552
0.36,16614
0.27,16661
0.20,16708
0.14,16755
0.09,16802
0.06,16864
0.03,16911
0.01,16958
0.00,17004
0.00,17051
0.01,17114
0.02,17145
0.02,17192
0.04,17270
0.09,17301
0.15,17363
0.23,17410
0.33,17457
0.46,17504
0.63,17550
0.83,17597
1.06,17660
1.32,17706
1.62,17753
1.94,17800
2.26,17862
2.61,17894
2.96,17940
3.33,18018
3.75,18050
4.16,18112
4.57,18159
5.02,18206
5.47,18252
5.96,18299
6.46,18346
6.97,18408
7.50,18455
8.03,18502
8.57,18564
9.17,18596
9.78,18642
10.41,18689
11.02,18752
11.66,18814
12.29,18861
12.97,18908
13.65,18954
14.34,19001
15.00,19048
15.27,19095
15.15,19142
15.05,19204
14.97,19251
14.87,19313
14.39,19344
13.47,19391
12.50,19454
11.61,19500
10.73,19563
9.88,19610
9.08,19656
8.35,19703
7.66,19750
7.01,19797
6.39,19844
5.81,19890
5.26,19953
4.74,20000
4.27,20062
3.80,20093
3.35,20140
2.95,20202
2.61,20249
2.28,20280
1.97,20358
1.69,20405
1.43,20452
1.21,20499
0.99,20546
0.79,20592
0.62,20639
0.48,20686
0.35,20764
0.26,20811
0.19,20842
0.13,20904
0.08,20951
0.05,20998
0.02,21029
0.00,21107
0.00,21154
0.00,21201
0.01,21248
0.01,21294
0.02,21341
0.05,21404
0.09,21435
0.16,21513
0.25,21544
0.34,21591
0.49,21653
0.66,21700
0.85,21747
1.10,21794
1.36,21840
1.64,21903
1.94,21950
2.28,21996
2.61,22043
2.97,22090
3.33,22137
3.75,22184
4.18,22230
4.61,22293
5.04,22340
5.53,22402
6.04,22449
6.56,22496
7.08,22542
7.59,22589
8.14,22652
8.68,22698
9.27,22745
9.91,22792
10.53,22854
11.17,22886
11.83,22932
12.48,22979
13.16,23042
13.85,23104
14.51,23151
15.14,23198
15.28,23244
15.15,23291
15.05,23338
14.98,23385
14.68,23447
13.89,23494
12.94,23541
11.98,23603
11.10,23634
10.25,23681
9.45,23744
8.71,23790
7.99,23853
7.31,23900
6.66,23946
6.03,23993
5.44,24040
4.90,24087
4.40,24134
3.92,24196
3.48,24243
3.06,24290
2.69,24336
2.36,24383
2.05,24430
1.76,24492
1.51,24539
1.27,24602
1.05,24648
0.85,24695
0.68,24742
0.53,24789
0.40,24836
0.29,24883
0.21,24929
0.15,24992
