T
0.00,0
0.00,16
0.00,62
0.00,109
0.00,156
0.00,234
0.00,281
0.00,312
0.00,374
0.00,421
0.00,468
0.00,515
0.00,577
0.00,624
0.00,671
0.00,718
0.00,764
0.00,811
0.00,874
0.00,905
0.00,983
0.00,1030
0.00,1061
0.00,1123
0.00,1170
0.00,1217
0.00,1264
0.00,1310
0.00,1373
0.00,1420
0.00,1466
0.00,1513
0.00,1560
0.00,1622
0.00,1654
0.00,1700
0.00,1763
0.00,1810
0.00,1872
0.00,1919
0.00,1966
0.00,2012
0.00,2059
0.00,2122
0.00,2168
0.00,2215
0.00,2262
0.00,2324
0.00,2356
0.00,2402
0.00,2449
0.00,2512
0.00,2574
0.01,2621
0.01,2668
0.01,2714
0.01,2761
0.00,2808
0.00,2855
0.00,2917
0.00,2964
0.00,3011
0.00,3073
0.01,3104
0.01,3151
0.02,3214
0.02,3260
0.03,3323
0.04,3370
0.05,3416
0.06,3463
0.08,3510
0.11,3557
0.14,3604
0.18,3666
0.21,3713
0.25,3760
0.30,3822
0.36,3853
0.42,3900
0.49,3962
0.57,4009
0.66,4072
0.76,4118
0.85,4165
0.98,4212
1.12,4259
1.27,4306
1.43,4352
1.63,4399
1.84,4462
2.09,4524
2.36,4555
2.64,4602
2.96,4664
3.30,4711
3.65,4758
3.99,4789
4.34,4867
4.73,4914
5.12,4961
5.52,5008
5.95,5054
6.40,5101
6.85,5148
7.30,5210
7.79,5273
8.25,5304
8.76,5351
9.28,5413
9.79,5460
10.30,5507
10.82,5554
11.34,5616
11.91,5663
12.46,5710
13.02,5756
13.61,5803
14.22,5850
14.83,5897
15.25,5944
15.11,6022
14.95,6053
14.82,6100
14.71,6162
14.53,6209
13.97,6240
13.10,6302
12.15,6349
11.23,6412
10.39,6458
9.58,6505
8.85,6552
8.16,6614
7.46,6646
6.86,6692
6.26,6755
5.66,6802
5.12,6864
4.61,6911
4.11,6958
3.68,7004
3.28,7051
2.90,7098
2.56,7160
2.25,7207
1.95,7254
1.68,7301
1.43,7348
1.23,7394
1.03,7441
0.86,7504
0.72,7550
