T
0.00,0
0.00,47
0.00,93
0.00,140
0.00,187
0.00,249
0.00,296
0.00,343
0.00,390
0.00,452
0.00,483
0.00,530
0.00,608
0.00,639
0.00,702
0.00,749
0.00,795
0.00,842
0.00,889
0.00,936
0.00,998
0.00,1045
0.00,1092
0.00,1154
0.00,1201
0.00,1232
0.00,1295
0.00,1341
0.00,1404
0.00,1451
0.00,1497
0.00,1544
0.00,1591
0.00,1638
0.00,1685
0.00,1731
0.00,1794
0.00,1841
0.00,1903
0.00,1934
0.00,1981
0.00,2043
0.00,2090
0.00,2153
0.00,2199
0.00,2246
0.00,2293
0.00,2340
0.00,2387
0.00,2433
0.00,2480
0.00,2543
0.00,2589
0.00,2652
0.00,2683
0.00,2730
0.00,2792
0.00,2839
0.00,2886
0.00,2948
0.00,2995
0.00,3042
0.00,3089
0.00,3135
0.00,3182
0.00,3245
0.00,3276
0.00,3354
0.00,3401
0.00,3432
0.00,3494
0.00,3541
0.00,3588
0.00,3635
0.00,3681
0.01,3744
0.01,3791
0.01,3837
0.01,3884
0.01,3931
0.01,3993
0.01,4025
0.02,4103
0.02,4134
0.00,4181
0.00,4243
0.00,4290
0.00,4337
0.00,4383
0.01,4430
0.01,4493
0.02,4539
0.02,4586
0.02,4633
0.03,4680
0.04,4727
0.04,4773
0.05,4820
0.06,4883
0.07,4929
0.09,4992
0.11,5039
0.14,5085
0.17,5132
0.20,5179
0.24,5226
0.28,5288
0.34,5335
0.40,5382
0.46,5444
0.53,5475
0.61,5522
0.71,5585
0.81,5631
0.94,5694
1.07,5741
1.23,5787
1.41,5834
1.60,5881
1.82,5928
2.06,5975
2.32,6037
2.60,6084
2.89,6131
3.19,6193
3.51,6224
3.82,6271
4.16,6333
4.51,6380
4.88,6443
5.26,6489
5.64,6536
5.99,6583
6.39,6630
6.80,6677
7.18,6723
7.60,6770
8.03,6833
8.45,6879
8.89,6926
9.35,6973
9.81,7020
10.28,7082
10.75,7129
11.20,7191
11.66,7238
12.17,7285
12.67,7332
13.15,7379
13.64,7425
14.17,7472
14.68,7519
15.12,7581
15.13,7644
14.97,7675
14.85,7722
14.72,7784
14.57,7831
14.15,7878
13.33,7925
12.43,7987
11.55,8034
10.77,8081
10.04,8127
9.33,8174
8.65,8221
7.97,8268
7.34,8315
6.74,8393
6.18,8424
5.63,8471
5.10,8533
4.63,8580
4.19,8611
3.76,8673
3.36,8736
2.99,8783
2.67,8829
2.35,8876
2.05,8923
1.78,8970
1.54,9017
1.31,9063
1.12,9126
0.94,9173
0.79,9219
0.65,9282
0.55,9329
0.45,9360
0.37,9422
0.30,9469
0.25,9531
0.20,9578
0.16,9625
0.12,9672
0.10,9719
0.07,9765
0.05,9812
0.04,9875
0.02,9921
0.02,9984
0.01,10031
0.01,10077
0.01,10124
0.02,10171
0.02,10218
0.02,10280
0.00,10327
0.03,10374
0.07,10421
0.12,10467
0.18,10514
0.25,10561
0.32,10623
0.42,10670
0.53,10733
0.66,10779
0.79,10811
0.97,10873
1.17,10920
1.38,10967
1.64,11013
1.90,11076
2.19,11123
2.50,11169
2.80,11216
3.16,11263
3.52,11310
3.88,11372
4.27,11403
4.65,11481
5.04,11528
5.46,11559
5.89,11622
6.31,11669
6.77,11715
7.22,11762
7.67,11825
8.14,11871
8.60,11918
9.05,11965
9.54,12012
10.03,12074
10.55,12121
11.06,12152
11.60,12230
12.11,12277
12.61,12324
13.12,12371
13.67,12417
14.24,12464
14.80,12511
15.21,12558
15.12,12620
14.99,12667
14.89,12714
14.80,12761
14.70,12823
14.53,12870
14.00,12901
13.15,12963
12.26,13010
11.42,13073
10.62,13119
9.81,13166
9.08,13213
8.41,13260
7.73,13307
7.09,13369
6.50,13416
5.92,13463
5.37,13509
4.86,13572
4.38,13603
3.94,13650
3.54,13712
3.15,13759
2.78,13821
2.44,13868
2.14,13915
1.84,13962
1.60,14009
1.35,14055
1.15,14102
0.95,14165
0.78,14211
0.65,14274
0.53,14321
0.42,14352
0.33,14414
0.26,14461
0.21,14508
0.16,14570
0.12,14617
0.08,14664
0.05,14711
0.03,14757
0.01,14804
0.00,14851
0.00,14913
-0.01,14960
-0.02,15023
-0.01,15070
0.00,15101
0.00,15163
0.00,15210
0.02,15257
0.07,15319
0.12,15366
0.19,15413
0.26,15460
0.35,15506
0.46,15553
0.58,15600
0.72,15662
0.89,15709
1.09,15772
1.31,15818
1.57,15850
1.82,15912
2.12,15959
2.43,16006
2.77,16052
3.14,16115
3.51,16162
3.89,16208
4.30,16255
4.69,16302
5.09,16364
5.53,16396
5.94,16474
6.38,16520
6.85,16552
7.30,16614
7.77,16661
8.26,16708
8.75,16754
9.25,16801
9.78,16864
10.29,16910
10.82,16957
11.37,17004
11.88,17051
12.41,17113
12.95,17144
13.51,17191
14.13,17269
14.73,17300
15.11,17363
15.02,17410
14.90,17456
14.80,17503
14.71,17550
14.61,17597
14.36,17659
13.66,17706
12.78,17753
11.89,17800
11.04,17862
10.26,17893
9.47,17940
8.74,18018
8.09,18049
7.42,18112
6.80,18158
6.22,18205
5.63,18252
5.10,18299
4.61,18346
4.14,18408
3.71,18455
3.31,18502
2.93,18564
2.59,18611
2.29,18642
1.97,18704
1.68,18751
1.42,18814
1.20,18860
0.99,18907
0.81,18954
0.65,19001
0.53,19048
0.41,19094
0.32,19141
0.25,19204
0.19,19250
0.14,19313
0.10,19344
0.07,19391
0.04,19453
0.00,19500
-0.02,19562
-0.04,19609
-0.04,19656
-0.04,19703
-0.04,19750
-0.03,19796
-0.03,19843
-0.02,19890
-0.02,19952
-0.02,19999
-0.01,20062
0.02,20093
0.08,20140
0.14,20202
0.21,20249
0.30,20296
0.41,20358
0.55,20405
0.71,20452
0.87,20498
1.09,20545
1.33,20592
1.59,20654
1.87,20686
2.18,20764
2.50,20810
2.85,20842
3.22,20904
3.59,20951
3.99,20998
4.38,21044
4.80,21107
5.23,21154
5.67,21200
6.13,21247
6.60,21294
7.06,21341
7.51,21403
7.99,21434
8.46,21512
8.98,21544
9.49,21590
9.98,21653
10.48,21700
11.02,21746
11.55,21793
12.10,21840
12.64,21902
13.19,21949
13.81,21996
14.40,22043
14.93,22090
15.10,22136
14.97,22183
14.86,22230
14.77,22292
14.67,22339
14.41,22402
13.70,22448
12.78,22495
11.90,22542
11.07,22589
10.31,22651
9.57,22698
8.86,22745
8.18,22792
7.53,22854
6.90,22885
6.32,22932
5.74,22994
5.21,23041
4.68,23104
4.20,23150
3.76,23197
3.33,23244
2.93,23291
2.56,23338
2.23,23384
1.92,23447
1.64,23494
1.39,23540
1.17,23603
0.96,23634
0.77,23681
0.62,23743
0.49,23790
0.37,23852
0.28,23899
0.21,23946
0.15,23993
0.10,24040
0.06,24086
0.03,24133
0.00,24196
-0.01,24242
-0.03,24289
-0.04,24336
-0.04,24383
-0.04,24430
-0.03,24492
-0.02,24539
-0.01,24601
0.03,24648
0.08,24695
0.15,24742
0.23,24788
0.31,24835
